Muenster,316383,20,0,7.626804,51.961908
Steinfurt,448197,0,0,7.395195,52.125169
Coesfeld,220712,0,0,7.166744,51.944948
Warendorf,277417,0,0,7.988499,51.950713
Borken,371898,0,0,6.858415,51.843222
Recklinghausen,613599,0,0,7.197544,51.614576
Unna,393618,0,0,7.689932,51.534878
Hamm,178967,0,0,7.816947,51.678312
Dortmund,587696,0,0,7.464165,51.514171
Osnabrueck (LK),359471,0,0,7.740175,52.582613
Osnabrueck (SK),164223,0,0,8.04205,52.27692
